VehicleID,Location,Maker,Model,Year,Colour,Amount (Million Naira),Type,Distance
VHL19807,Abuja,Toyota,Sienna,"2,008",Gray,3.7,Foreign Used,46357
VHL14543,Abuja,Mercedes-Benz,GLA 250,"2,016",Black,11,Nigerian Used,
VHL13954,Abuja,Honda,Accord 2.4 Exec Automatic,"2,007",Silver,2.9,Foreign Used,
VHL19190,Abuja,Mercedes-Benz,GLE-Class,"2,018",Silver,20,Foreign Used,54870
VHL14770,Lagos,Acura,MDX,"2,008",Gray,4.5,Foreign Used,81242
VHL15585,Lagos,Lexus,ES 350,"2,008",Gray,4.68,Foreign Used,84942
VHL10331,Abuja,Toyota,Land Cruiser Prado 4 i,"2,012",Black,13.5,Nigerian Used,82220
VHL12277,Abuja,Toyota,Camry,"2,018",Silver,,Nigerian Used,33794
VHL16824,Abuja,Land Rover,Rover Lr2 Base,"2,012",Black,6.5,Nigerian Used,65231
VHL13045,Lagos,Toyota,Camry SE FWD (2.5L 4cyl 8AM),"2,018",Black,9.8,Foreign Used,35488
VHL18267,Abuja,Toyota,Corolla,"2,014",Gray,6.8,Foreign Used,82904
VHL19595,Lagos,Lexus,ES 350 FWD,"2,015",Blue,8.5,Nigerian Used,76096
VHL16598,Lagos,Toyota,4-Runner,"2,007",Silver,5.8,Foreign Used,70000
VHL10656,Lagos,Mercedes-Benz,M Class ML 350 4Matic,"2,013",Black,13.5,Foreign Used,56000
VHL11936,Abuja,Hyundai,Elantra Touring SE Automatic,"2,010",Silver,2.1,Nigerian Used,106325
VHL18355,Abuja,Mercedes-Benz,C63,"2,018",Black,29.5,Foreign Used,
VHL12924,Ibadan,Toyota,4-Runner Limited 4WD,"2,012",Silver,13,Foreign Used,63500
VHL10308,Lagos,Toyota,Camry,"2,013",Black,4.3,Nigerian Used,88347
VHL11718,Abuja,Mercedes-Benz,E320,"2,005",Black,2.03,Nigerian Used,62056
VHL19593,Lagos,Lexus,RX 350L 4WD,"2,020",Gray,29,Foreign Used,
VHL16703,Abuja,Mazda,CX-7,"2,010",Blue,2.6,Nigerian Used,
VHL16808,Abuja,Toyota,Camry,"2,006",Red,2.95,Foreign Used,98000
VHL16782,Lagos,Mercedes-Benz,CLA-Class,"2,014",Black,11.8,Foreign Used,74528
VHL12780,Abuja,Land Rover,Range Rover,"2,013",Black,23,Nigerian Used,109000
VHL16039,Ibadan,Toyota,Matrix Hatchback 1.8 16V AWD,"2,007",Silver,2.75,Nigerian Used,132660
VHL11812,Abuja,Toyota,Camry,"2,004",Silver,1.45,Nigerian Used,72000
VHL14142,Lagos,Toyota,Camry,"2,013",Black,5,Foreign Used,108564
VHL13780,Abuja,Audi,A3,"2,018",Black,14.5,Foreign Used,45124
VHL13941,Abuja,Toyota,Camry,"2,011",Gold,2.8,Nigerian Used,124000
VHL11662,Abuja,Mercedes-Benz,GLK-Class,"2,015",White,11.3,Foreign Used,
VHL18506,Abuja,Hyundai,Santa Fe,"2,014",Gray,6,Foreign Used,78412
VHL14949,Abuja,Mercedes-Benz,E350,"2,014",Green,10.45,Foreign Used,65214
VHL18277,Lagos,Lexus,ES 330,"2,005",Black,3.3,Foreign Used,
VHL16450,Abuja,Toyota,Corolla,"2,008",Blue,3.7,Foreign Used,80000
VHL17033,Abuja,Lexus,GX 470,"2,004",Black,4.3,Foreign Used,80000
VHL17539,Lagos,Mercedes-Benz,GL Class,"2,014",Black,14.7,Foreign Used,45000
VHL10915,Lagos,Lexus,ES 350,"2,009",Brown,4.7,Foreign Used,
VHL18457,Abuja,Toyota,Land Cruiser Prado 4,"2,021",Black,42,Brand New,394
VHL13331,Ibadan,Toyota,Venza,"2,010",Silver,6.75,Foreign Used,177539
VHL11762,Abuja,Land Rover,Range Rover Sport,"2,015",Black,26,Foreign Used,12315
VHL11875,Abuja,Honda,Accord 2.4 LX Automatic,"2,008",Silver,3.2,Foreign Used,
VHL19197,Abuja,Mercedes-Benz,C300,"2,013",White,6.85,Foreign Used,50000
VHL16110,Abuja,Lexus,ES,"2,006",Gray,2.35,Nigerian Used,100001
VHL19286,Lagos,Mercedes-Benz,GL-Class GL 450,"2,011",Black,9.3,Foreign Used,
VHL14425,Abuja,Mercedes-Benz,C280,"2,007",Black,1.57,Nigerian Used,82695
VHL18437,Lagos,Maserati,GranSport,"2,018",White,42,Foreign Used,7456
VHL19262,Ibadan,Hyundai,Sonata,"2,012",Red,4.5,Foreign Used,60123
VHL12350,Lagos,Toyota,Tacoma,"2,015",Gray,14.5,Foreign Used,
VHL19561,Ibadan,Toyota,Corolla,"2,012",Silver,4.3,Foreign Used,82000
VHL15176,Lagos,Mercedes-Benz,M Class,"2,014",Black,9.8,Foreign Used,41921
VHL19533,Abuja,Land Rover,Range Rover Evoque,"2,015",White,16.01,Foreign Used,
VHL14002,Abuja,Mercedes-Benz,GL-Class GL 450,"2,012",Black,13.5,Foreign Used,86521
VHL13676,Abuja,Toyota,RAV4 1.8,"2,007",Blue,2.75,Nigerian Used,125787
VHL16261,Lagos,Toyota,Tacoma,"2,005",Gold,5.15,Foreign Used,94525
VHL19187,Lagos,Toyota,Camry 2.4 LE,"2,008",Silver,3.6,Foreign Used,98442
VHL11898,Lagos,Mercedes-Benz,GLK-Class 350 4MATIC,"2,013",Black,12.3,Foreign Used,
VHL19255,Abuja,Mercedes-Benz,E350,"2,010",White,5.5,Foreign Used,
VHL12968,Abuja,Mercedes-Benz,C450,"2,016",Black,21,Foreign Used,68000
VHL12471,Abuja,Toyota,Corolla,"2,009",Gray,3.7,Foreign Used,
VHL16385,Lagos,Mercedes-Benz,GLK-Class 350 4MATIC,"2,011",Blue,7.5,Foreign Used,81572
VHL17040,Lagos,Toyota,Highlander Limited V6 4x4,"2,006",Gold,4.8,Foreign Used,61232
VHL17251,Abuja,Peugeot,407,"2,005",Black,1.65,Nigerian Used,
VHL13446,Lagos,Toyota,Camry,"2,007",Black,3.3,Foreign Used,23199
VHL10766,Abuja,Ford,Taurus,"2,014",Black,5.85,Foreign Used,
VHL11764,Lagos,Mercedes-Benz,M Class,"2,015",White,15,Foreign Used,65000
VHL11140,Abuja,Toyota,Sienna,"2,008",Gold,2.7,Nigerian Used,
VHL15159,Lagos,Toyota,Camry,"2,017",Silver,7.8,Foreign Used,54844
VHL16074,Lagos,Ford,Explorer,"2,011",Black,10,Foreign Used,
VHL11162,Abuja,Mercedes-Benz,GL-Class,"2,015",White,23,Foreign Used,
VHL13954,Abuja,Mercedes-Benz,C450,"2,016",White,20.5,Foreign Used,59000
VHL14508,Abuja,Lexus,GX,"2,017",Gray,28.5,Foreign Used,46322
VHL10440,Abuja,Mercedes-Benz,M Class ML 350 4Matic,"2,012",Black,12.3,Foreign Used,48585
VHL14930,Lagos,Lexus,ES,"2,011",Black,5.85,Foreign Used,
VHL16325,Lagos,Toyota,Camry,"2,014",Black,4.6,Foreign Used,980001
VHL14718,Lagos,Mercedes-Benz,GLS-Class GLS550 4Matic,"2,017",Silver,34.5,Foreign Used,
VHL18122,Abuja,Toyota,Camry,"2,010",Black,2.8,Nigerian Used,80000
VHL12427,Abuja,Mercedes-Benz,C300,"2,014",Black,3.9,Nigerian Used,60000
VHL19054,Abuja,Toyota,Camry,"2,019",Gray,8.8,Foreign Used,
VHL14457,Ibadan,Toyota,Sienna Limited 7 Passenger,"2,011",Blue,5.5,Foreign Used,
VHL15717,Lagos,Lexus,RX 350 AWD,"2,013",White,12.5,Foreign Used,95000
VHL18415,Ibadan,Toyota,Tacoma Double Cab V6 4WD,"2,005",Gold,6.5,Foreign Used,122000
VHL18920,Abuja,Toyota,Highlander XLE AWD,"2,020",Gray,37,Foreign Used,
VHL12175,Ibadan,Hyundai,Tucson GLS AWD,"2,013",Black,8.8,Foreign Used,60893
VHL18505,Lagos,Lexus,GS,"2,008",Black,3.71,,191411
VHL15376,Abuja,Mercedes-Benz,M Class,"2,009",Black,5.9,Foreign Used,86333
VHL17005,Abuja,Mercedes-Benz,C400,"2,015",Gray,16.9,Foreign Used,86322
VHL12687,Lagos,Ford,Edge,"2,011",Black,3.94,Foreign Used,186725
VHL14250,Abuja,Mercedes-Benz,GLA-Class,"2,019",Blue,15,Foreign Used,81000
VHL17724,Abuja,Lexus,RX 350 AWD,"2,012",Gold,7.5,Nigerian Used,75737
VHL17701,Abuja,Toyota,Highlander Limited V6 FWD,"2,004",Red,2.6,Foreign Used,108890
VHL13646,Lagos,Toyota,Highlander Limited 3.5l 4WD,"2,013",Silver,9.88,Foreign Used,89000
VHL10942,Ibadan,Toyota,Hilux SR5 4x4,"2,018",White,22,Foreign Used,35000
VHL15616,Abuja,Toyota,Corolla,"2,013",Gray,3.85,Nigerian Used,
VHL12929,Abuja,BMW,X3,"2,007",White,4.2,Foreign Used,
VHL18840,Abuja,Lexus,IS,"2,006",Black,3.59,,227483
VHL18553,Abuja,Toyota,RAV4,"2,017",Purple,9.6,Foreign Used,96000
VHL14570,Lagos,Toyota,Highlander,"2,015",Black,10.5,Foreign Used,76815
VHL19932,Lagos,Lexus,ES 350,"2,010",White,5.25,Foreign Used,
VHL17011,Lagos,Lexus,GX 460 Luxury,"2,016",Silver,19.5,Nigerian Used,68238
VHL10976,Lagos,Lexus,RX 350,"2,010",Black,9.7,Foreign Used,74100
VHL10978,Lagos,Toyota,Camry,"2,021",Black,32,Brand New,
VHL17641,Abuja,BMW,540i,"2,018",Gray,32,Foreign Used,25000
VHL14906,Lagos,Lexus,IS 250,"2,010",Black,5.2,Foreign Used,61000
VHL16944,Lagos,Mercedes-Benz,Viano,"2,002",Gray,1.69,Nigerian Used,225111
VHL16821,Abuja,Honda,Accord,"2,009",Black,2.5,Nigerian Used,75245
VHL18121,Lagos,Toyota,Highlander Limited,"2,010",Silver,7,Foreign Used,65172
VHL11066,Lagos,Toyota,4-Runner Limited 4x4,"2,004",Green,3.9,Foreign Used,68521
VHL11338,Lagos,Lexus,RX 350,"2,011",Black,9.55,Foreign Used,89000
VHL13660,Lagos,Lexus,RX,"2,020",Gray,26,Foreign Used,
VHL19518,Lagos,Lexus,GS,"2,006",Black,3.62,,147574
VHL13819,Lagos,Toyota,RAV4,"2,014",Red,8.5,Foreign Used,
VHL18009,Lagos,Toyota,C-Hr,"2,018",Gray,15.5,Foreign Used,
VHL19369,Ibadan,Toyota,Camry,"2,011",Red,3.94,Nigerian Used,280121
VHL19554,Ibadan,Mercedes-Benz,C300,"2,009",Black,4.8,Foreign Used,
VHL13351,Lagos,Lexus,ES 350,"2,008",Black,4.5,Foreign Used,23166
VHL14078,Lagos,Lexus,ES 350,"2,008",Gray,4.9,Foreign Used,80000
VHL16981,Abuja,Toyota,Camry,"2,013",Black,5.3,Nigerian Used,42132
VHL15621,Lagos,Toyota,Camry,"2,011",Gray,4.5,Foreign Used,
VHL18115,Abuja,Toyota,Land Cruiser Prado 4 I,"2,012",Black,12.5,Foreign Used,
VHL18854,Ibadan,Toyota,Corolla,"2,015",Black,5.85,Foreign Used,125000
VHL17057,Abuja,Toyota,Matrix,"2,010",Gray,2.55,Nigerian Used,101800
VHL17849,Lagos,Lexus,ES 350,"2,012",Gray,4.8,Nigerian Used,84000
VHL10858,Abuja,Toyota,4-Runner Limited 4x4 V6,"2,009",Black,6.1,Foreign Used,
VHL15218,Lagos,Toyota,Venza,"2,010",Silver,8.3,Foreign Used,31425
VHL13375,Lagos,Toyota,RAV4 Limited V6,"2,008",Gold,3.95,Foreign Used,
VHL15701,Lagos,Lexus,RX 350 FWD,"2,017",Purple,19.5,Foreign Used,11409
VHL16359,Lagos,Lexus,IS 250 AWD,"2,007",Silver,3.94,Foreign Used,128060
VHL13484,Lagos,Toyota,Venza V6 AWD,"2,012",Blue,8.3,Foreign Used,
VHL18541,Abuja,Toyota,Avalon,"2,014",Silver,7.6,Foreign Used,120000
VHL17783,Abuja,Toyota,Avalon,"2,014",Black,8.7,Foreign Used,59000
VHL11993,Abuja,Mercedes-Benz,C300,"2,008",Silver,2.5,Nigerian Used,
VHL19229,Lagos,Lexus,RX 350,"2,011",White,9.2,Foreign Used,
VHL13477,Abuja,BMW,X5 3.0D Steptronic,"2,006",Gold,2.8,Foreign Used,
VHL11056,Abuja,Mercedes-Benz,M Class,"2,014",White,14,Foreign Used,38247
VHL13148,Lagos,Lexus,ES 350,"2,008",Black,4.7,Foreign Used,
VHL16320,Abuja,Mercedes-Benz,C300,"2,012",Black,3.5,Foreign Used,150000
VHL13141,Lagos,Mercedes-Benz,C300,"2,011",Gray,4.8,Foreign Used,
VHL16414,Abuja,Honda,CR-V,"2,014",Silver,3.7,Nigerian Used,56234
VHL15591,Abuja,Mercedes-Benz,C300,"2,012",Green,6.4,Foreign Used,50000
VHL13183,Abuja,Lexus,GX 460 Luxury,"2,015",Black,19.5,Foreign Used,41993
VHL14611,Abuja,Toyota,Land Cruiser,"2,020",Black,40,Brand New,180
VHL12628,Lagos,Hyundai,Elantra,"2,012",Silver,3.15,Nigerian Used,92250
VHL10190,Lagos,Peugeot,607,"2,007",Blue,1.8,Nigerian Used,437109
VHL17909,Lagos,Lexus,ES 350,"2,007",Gray,4.5,Foreign Used,
VHL17965,Lagos,Honda,Pilot,"2,016",Black,11.25,Nigerian Used,142904
VHL13837,Abuja,Toyota,Avalon,"2,013",Black,7,Foreign Used,63000
VHL12129,Lagos,Lexus,ES 350 FWD,"2,013",White,8.5,Foreign Used,109000
VHL13086,Abuja,Mercedes-Benz,E550,"2,014",Black,13,Foreign Used,
VHL14813,Abuja,Toyota,Avensis 2 Advanced Automatic,"2,012",Black,2.75,Nigerian Used,160000
VHL13282,Lagos,Toyota,Camry,"2,007",Blue,3.55,Foreign Used,
VHL12002,Lagos,Lexus,RX,"2,010",Gray,9,Foreign Used,
VHL12873,Abuja,Mercedes-Benz,E300,"2,018",Black,22,Nigerian Used,7416
VHL16501,Lagos,Mercedes-Benz,C230,"2,005",Silver,1.91,,128725
VHL12175,Abuja,Mercedes-Benz,C300,"2,009",Black,4.75,,157093
VHL16276,Lagos,Toyota,Corolla,"2,005",Black,1.58,Nigerian Used,237522
VHL10455,Abuja,Ford,Mustang V6 Premium,"2,010",Red,7,Foreign Used,28000
VHL14070,Abuja,Toyota,Camry,"2,007",Gold,2.7,Nigerian Used,161188
VHL12030,Lagos,Toyota,Corolla,"2,010",Silver,2.81,Nigerian Used,211216
VHL16784,Abuja,Toyota,Corolla SE,"2,020",Black,12,Foreign Used,52300
VHL12261,Lagos,Toyota,Tacoma Double Cab V6 4WD,"2,004",Red,5.1,Foreign Used,895623
VHL13101,Abuja,Toyota,Land Cruiser Prado 2.7,"2,020",Black,35.5,Brand New,
VHL12236,Abuja,Honda,Pilot LX 4x4 (3.5L 6cyl 5A),"2,006",Black,3.45,Foreign Used,91857
VHL14833,Lagos,Lexus,ES,"2,006",Silver,3.4,Foreign Used,
VHL11134,Lagos,Lexus,LX 570 AWD,"2,021",Black,170,Brand New,
VHL19088,Lagos,Toyota,Camry,"2,013",Gray,5.4,Foreign Used,68000
VHL17219,Lagos,Lexus,ES 350,"2,011",Black,6.3,Foreign Used,
VHL14882,Lagos,Nissan,Xterra,,Gray,2.36,,114267
VHL11708,Abuja,Toyota,Camry,"2,016",Black,6.3,Foreign Used,
VHL12292,Lagos,Toyota,Highlander Limited 4x4,"2,009",White,5.4,Foreign Used,108643
VHL10647,Lagos,Lexus,ES 350,"2,009",Black,4.3,Foreign Used,91000
VHL12732,Lagos,Toyota,Camry,"2,003",Blue,2.3,Foreign Used,95000
VHL12648,Abuja,Honda,Accord,"2,013",Silver,6,Foreign Used,
VHL19893,Abuja,Toyota,Camry,"2,016",Silver,7.2,Foreign Used,65800
VHL11553,Abuja,Toyota,Corolla S,"2,004",Gray,2.9,Foreign Used,
VHL18220,Lagos,Toyota,Corolla,"2,014",Silver,7.31,Foreign Used,123105
VHL11671,Ibadan,Toyota,RAV4,"2,012",Red,6.1,Foreign Used,125000
VHL12909,Abuja,Honda,Civic Sedan EX,"2,013",Gray,3.3,Nigerian Used,82547
VHL16232,Lagos,Lexus,IS 250,"2,008",Gray,4.25,Foreign Used,87142
VHL17223,Lagos,Toyota,4-Runner,"2,016",Black,21,Foreign Used,25000
VHL13549,Lagos,Lexus,RX,"2,012",Gray,8.85,Foreign Used,
VHL10849,Abuja,Honda,Accord Coupe EX-L,"2,012",Black,2.95,Foreign Used,87000
VHL10088,Abuja,Toyota,Camry,"2,015",Gray,6.8,Foreign Used,42485
VHL19421,Lagos,Toyota,Sequoia,"2,006",Blue,3.5,Foreign Used,
VHL19780,Abuja,Toyota,Sienna CE,"2,002",Gold,2.7,Foreign Used,
VHL13386,Lagos,Scion,iM Base,"2,016",Red,7,Foreign Used,27127
VHL17420,Lagos,Acura,MDX,"2,015",Black,8.7,Foreign Used,89632
VHL12068,Abuja,BMW,328i,"2,009",Gray,1.8,Nigerian Used,
VHL17003,Ibadan,Toyota,Sienna LE AWD,"2,008",Gray,2.95,Foreign Used,102000
VHL12100,Abuja,Ford,F-150 XLT,"2,010",White,7.5,Foreign Used,95632
VHL17098,Abuja,Toyota,Camry,"2,004",Black,1.45,Nigerian Used,
VHL11967,Abuja,Ford,Edge,"2,008",Black,1.9,Nigerian Used,68000
VHL17023,Abuja,BMW,M5,"2,021",Green,95,Foreign Used,4464
VHL14153,Lagos,Toyota,Highlander Limited,"2,011",Gray,8.3,Foreign Used,
VHL14127,Lagos,Hyundai,Sonata 2.4 Automatic,"2,008",Red,1.8,Nigerian Used,182500
VHL19538,Ibadan,Lexus,ES 350,"2,008",Red,3.75,Nigerian Used,87058
VHL11414,Lagos,Lexus,ES 350,"2,008",Silver,4.5,Foreign Used,64048
VHL11099,Abuja,Honda,Accord CrossTour,"2,010",Silver,4.5,Foreign Used,120000
VHL11121,Lagos,Volkswagen,Golf,"1,998",Green,1.24,Nigerian Used,203234
VHL10819,Abuja,Mercedes-Benz,GLK-Class 350 4MATIC,"2,014",Gray,7,Nigerian Used,27942
VHL18604,Abuja,Toyota,Avalon XLS,"2,006",Gray,3.3,Foreign Used,70000
VHL11081,Lagos,Pontiac,Vibe 1.8 AWD,"2,005",Gray,2.85,Foreign Used,
VHL10076,Ibadan,Toyota,Highlander V6 AWD,"2,004",Green,3.7,Foreign Used,
VHL15601,Lagos,Toyota,Tacoma Regular Cab,"2,006",Blue,4.9,Foreign Used,130065
VHL11228,Abuja,Kia,Rio,"2,017",Brown,3.5,Nigerian Used,
VHL11179,Abuja,Mercedes-Benz,GLK-Class 350 4MATIC,"2,010",Black,5.06,Nigerian Used,120908
VHL13675,Lagos,Toyota,Tundra,"2,017",Gray,28.5,Foreign Used,52000
VHL19824,Lagos,Toyota,4-Runner Limited 4x4,"2,018",White,23,Foreign Used,19000
VHL19379,Lagos,Lexus,RX,"2,010",Blue,8.3,Foreign Used,38269
VHL16905,Abuja,Toyota,Corolla,"2,009",Red,2.8,Nigerian Used,
VHL17227,Lagos,Mercedes-Benz,C43,"2,017",Gray,24.5,Foreign Used,
VHL13383,Lagos,Toyota,Corolla,"2,004",Silver,2.14,Nigerian Used,401581
VHL11688,Abuja,Mercedes-Benz,E350,"2,014",Gray,11.2,Foreign Used,
VHL11784,Ibadan,Lexus,RX 350,"2,008",Blue,4,Nigerian Used,185652
VHL14609,Lagos,Toyota,Land Cruiser 4 V6 GX-R,"2,015",Black,25.5,Foreign Used,58000
VHL16651,Abuja,Mercedes-Benz,CLA-Class,"2,015",Gray,11,Foreign Used,50000
VHL18593,Abuja,Mazda,CX-9,"2,011",Blue,4,Foreign Used,54847
VHL19561,Abuja,Toyota,Land Cruiser Prado,"2,021",Black,37,Brand New,213
VHL14699,Ibadan,Toyota,Camry,"2,006",Silver,2.6,Foreign Used,96000
VHL13374,Abuja,Toyota,Camry,"2,005",Black,1.86,Nigerian Used,195008
VHL17282,Abuja,Toyota,Land Cruiser Prado 2.7,"2,020",Black,14.3,Nigerian Used,58231
VHL18982,Lagos,Hyundai,Accent Value Edition,"2,017",Gray,5,Foreign Used,35000
VHL17584,Abuja,Toyota,Sienna LE 4dr,"1,998",Black,2.2,Foreign Used,
VHL14586,Abuja,BMW,X5 3.0si,"2,009",Black,2.45,Nigerian Used,92000
VHL14255,Ibadan,Lexus,ES 350,"2,010",Gray,6,Foreign Used,50111
VHL14846,Abuja,Nissan,Almera,"2,015",Silver,2.5,Nigerian Used,100000
VHL18772,Abuja,Toyota,Corolla LE,"2,006",Silver,2.1,Nigerian Used,188845
VHL11608,Lagos,Lexus,RX 350 AWD,"2,012",Black,9.2,Foreign Used,63423
VHL11865,Abuja,Mercedes-Benz,C300,"2,016",Gray,13.5,Foreign Used,39000
VHL19322,Abuja,Toyota,Land Cruiser Prado,"2,011",Black,12.5,Nigerian Used,210000
VHL15104,Lagos,Lexus,IS 250 AWD,"2,006",Blue,4,Foreign Used,85000
VHL18776,Lagos,Toyota,4-Runner Limited 4x4,"2,018",Gray,23.5,Foreign Used,43907
VHL11920,Lagos,Lexus,ES 350,"2,008",Silver,4.5,Foreign Used,62545
VHL10020,Ibadan,Toyota,Camry,"2,006",Gray,1.65,Nigerian Used,154329
VHL19522,Lagos,Lexus,RX 450H 4WD,"2,021",White,23.8,Foreign Used,5443
VHL10475,Lagos,Honda,Pilot EX 4x4 (3.5L 6cyl 5A),"2,003",Brown,1.13,Nigerian Used,116976
VHL11027,Lagos,Toyota,Venza,"2,014",Brown,9.7,Foreign Used,
VHL16711,Lagos,Lexus,GX 470,"2,004",Silver,6.2,Foreign Used,105527
VHL12656,Abuja,Toyota,Land Cruiser 3.5 V6,"2,022",Black,84,Brand New,2604
VHL12697,Ibadan,Lexus,LS 460,"2,007",Silver,4.5,Foreign Used,377520
VHL17228,Lagos,Lexus,GX 460,"2,010",White,12.8,Foreign Used,75000
VHL15366,Abuja,Lexus,RX 330 AWD Off,"2,006",White,5,Foreign Used,85213
VHL17838,Lagos,Lexus,ES 350,"2,008",Gray,3.15,Nigerian Used,
VHL18671,Lagos,Toyota,4-Runner Limited 4WD,"2,011",Gray,14,Foreign Used,
VHL12811,Lagos,Toyota,Camry,"2,012",Red,4.85,Foreign Used,
VHL11847,Abuja,Toyota,Land Cruiser Prado 2.7 I 16V,"2,007",Black,4.7,Nigerian Used,112554
VHL13417,Lagos,Toyota,Highlander Limited,"2,010",White,6.5,Foreign Used,150852
VHL18970,Lagos,Lexus,GX,"2,012",Red,15,Foreign Used,23547
VHL17783,Lagos,Toyota,Camry,"2,006",Silver,2.65,Foreign Used,154472
VHL18352,Ibadan,Hummer,H2 SUV Sport Utility,"2,006",Black,5,Nigerian Used,139000
VHL15530,Abuja,Lexus,LC,"2,019",Black,75,Foreign Used,3000
VHL12509,Ibadan,Toyota,Corolla,"2,013",Black,4.8,Foreign Used,102000
VHL13763,Abuja,Mercedes-Benz,C240,"2,005",Black,3.17,,194340
VHL12858,Lagos,Lexus,ES,"2,013",Silver,8.55,Foreign Used,
VHL17654,Lagos,Lexus,ES 350,"2,011",Gray,5.65,Foreign Used,
VHL14765,Lagos,Lexus,RX 350 4x4,"2,007",Gold,5.7,Foreign Used,96000
VHL18621,Abuja,Toyota,Corolla,"2,010",Silver,3.8,Foreign Used,94852
VHL10704,Lagos,Mercedes-Benz,GLK-Class 350 4MATIC,"2,010",White,8.5,Foreign Used,71234
VHL18172,Abuja,Mercedes-Benz,C300,"2,009",Black,4.8,Foreign Used,66484
VHL12975,Abuja,Honda,Element,"2,003",Gray,1.46,Nigerian Used,189364
VHL11568,Abuja,Mercedes-Benz,GLE-Class,"2,017",Black,21,Foreign Used,
VHL14813,Lagos,Lexus,RX,"2,017",Gray,19.85,Foreign Used,
VHL11137,Abuja,Toyota,RAV4,"2,016",White,9,Foreign Used,45845
VHL18945,Lagos,Toyota,Camry,"2,012",Black,6.3,Foreign Used,
VHL13450,Abuja,Mercedes-Benz,S Class S 450 L (V222),"2,020",Gray,43,Foreign Used,86678
VHL13271,Lagos,Lexus,RX,"2,006",Silver,5.3,Foreign Used,987542
VHL10648,Abuja,BMW,5 Series,"2,006",White,1.58,Nigerian Used,246397
VHL18388,Abuja,Lexus,GX,"2,005",Gray,3.04,Nigerian Used,117149
VHL14080,Ibadan,Honda,Civic 1.8i VTEC,"2,007",Black,0.8,Nigerian Used,139128
VHL19679,Abuja,Land Rover,Range Rover,"2,015",White,38.5,Foreign Used,26000
VHL10675,Lagos,Toyota,Avalon XLS,"2,007",Silver,2.03,Nigerian Used,339113
VHL14335,Lagos,Lexus,ES,"2,013",Silver,9.2,Foreign Used,
VHL14481,Lagos,Lexus,RX,"2,009",White,6.2,Foreign Used,93000
VHL14825,Ibadan,Lexus,ES 350,"2,008",Gray,4.5,Foreign Used,
VHL19553,Abuja,Audi,A4 3 TDI Automatic,"2,011",White,4.9,Foreign Used,89653
VHL17379,Abuja,Chevrolet,Camaro,"2,014",Black,10.5,Nigerian Used,65248
VHL10183,Lagos,Acura,MDX W/Advance Pkg SH-AWD,"2,017",Black,20,Foreign Used,
VHL13685,Lagos,Lexus,ES 350,"2,010",Red,5.9,Foreign Used,87000
VHL14839,Lagos,Toyota,Camry,"2,013",Red,6.75,Foreign Used,86000
VHL17531,Abuja,Toyota,Sienna Limited 7 Passenger,"2,012",Black,8.2,Foreign Used,40165
VHL16934,Abuja,Mercedes-Benz,C300,"2,015",Blue,9.6,Nigerian Used,
VHL16729,Abuja,Toyota,Camry,"2,013",Black,5.2,Foreign Used,
VHL19009,Abuja,Toyota,Corolla,"2,005",Silver,2.3,Foreign Used,57848
VHL17029,Abuja,Toyota,Camry,"2,008",Black,3.85,Foreign Used,60000
VHL19387,Lagos,Lexus,IS 250 4WD,"2,009",Black,4.8,Foreign Used,
VHL12899,Ibadan,Toyota,Corolla,"2,009",Gray,3.19,Foreign Used,75063
VHL15088,Abuja,Toyota,Matrix,"2,009",Gray,4.6,Foreign Used,
VHL13612,Lagos,Toyota,Camry,"2,007",Silver,3.55,Foreign Used,
VHL11522,Abuja,Toyota,Venza,"2,011",Brown,5.3,Nigerian Used,119632
VHL16685,Abuja,Toyota,Corolla LE,"2,020",Black,13.5,Foreign Used,34700
VHL17329,Abuja,Lexus,RX,"2,004",White,3.9,Nigerian Used,
VHL17929,Abuja,Toyota,Venza,"2,015",Red,9.7,Foreign Used,
VHL12312,Ibadan,Lexus,ES 350,"2,008",Red,3.6,Nigerian Used,84346
VHL12887,Abuja,Toyota,Sienna LE AWD (3.3L V6 5A),"2,004",Gray,1.75,Nigerian Used,152345
VHL12730,Lagos,Lexus,RX 350,"2,011",Silver,6.9,Nigerian Used,
VHL15726,Abuja,Lexus,GS 300 AWD,"2,006",Gray,4.3,Foreign Used,111000
VHL18135,Abuja,Mercedes-Benz,C350,"2,009",Black,4.8,Foreign Used,87000
VHL17034,Abuja,Acura,ILX Base FWD (2.0L 4cyl 5A),"2,013",Blue,7.5,Foreign Used,63521
VHL10166,Abuja,Toyota,Corolla,"2,014",Green,6,Foreign Used,
VHL10829,Abuja,Jeep,Wrangler Unlimited Sport,"2,013",Blue,12,Foreign Used,53200
VHL12027,Abuja,Porsche,Cayenne,"2,012",Brown,14.5,Foreign Used,48160
VHL15120,Ibadan,Mercedes-Benz,C300,"2,008",Silver,3.15,Nigerian Used,277101
VHL11978,Abuja,Toyota,Camry,"2,010",Black,2.75,Nigerian Used,82000
VHL11057,Lagos,Toyota,RAV4 3.5 4x4,"2,011",Blue,4.8,Foreign Used,100858
VHL18813,Abuja,Audi,A4 1.8 TSFI Automatic,"2,011",Black,5.5,Foreign Used,
VHL13533,Abuja,Acura,MDX,"2,008",Red,5,Foreign Used,123000
VHL11913,Lagos,Toyota,Camry,"2,012",Gray,5.2,Foreign Used,64540
VHL14563,Lagos,Land Rover,Range Rover,"2,018",Black,45,Foreign Used,30092
